1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 Your order is a medium flat white . Is that right ?
1 Your order is a medium flat white . Did I get that right ?
1 So that would be a medium mocha . Is that right ?
1 So that would be a medium mocha . Did I get that right ?
1 Your order is a medium mocha . Is that right ?
1 Your order is a medium mocha . Did I get that right ?
1 So that would be a large green tea . Is that right ?
1 So that would be a large green tea . Did I get that right ?
1 Your order is a large green tea . Is that right ?
1 Your order is a large green tea . Did I get that right ?
1 So that would be a small espresso con panna . Is that right ?
1 So that would be a small espresso con panna . Did I get that right ?
1 Your order is a small espresso con panna . Is that right ?
1 Your order is a small espresso con panna . Did I get that right ?
1 So that would be a large cordusio . Is that right ?
1 So that would be a large cordusio . Did I get that right ?
1 Your order is a large cordusio . Is that right ?
1 Your order is a large cordusio . Did I get that right ?
1 So that would be a medium salted caramel hot chocolate . Is that right ?
1 So that would be a medium salted caramel hot chocolate . Did I get that right ?
1 Your order is a medium salted caramel hot chocolate . Is that right ?
1 Your order is a medium salted caramel hot chocolate . Did I get that right ?
1 So that would be a medium breakfast tea . Is that right ?
1 So that would be a medium breakfast tea . Did I get that right ?
1 Your order is a medium breakfast tea . Is that right ?
1 Your order is a medium breakfast tea . Did I get that right ?
1 So that would be a large espresso con panna . Is that right ?
1 So that would be a large espresso con panna . Did I get that right ?
1 Your order is a large espresso con panna . Is that right ?
1 Your order is a large espresso con panna . Did I get that right ?
1 So that would be a large caramel macchiato . Is that right ?
1 So that would be a large caramel macchiato . Did I get that right ?
1 Your order is a large caramel macchiato . Is that right ?
1 Your order is a large caramel macchiato . Did I get that right ?
1 So that would be a large Earl Grey . Is that right ?
1 So that would be a large Earl Grey . Did I get that right ?
1 Your order is a large Earl Grey . Is that right ?
1 Your order is a large Earl Grey . Did I get that right ?
1 So that would be a medium green tea . Is that right ?
1 So that would be a medium green tea . Did I get that right ?
1 Your order is a medium green tea . Is that right ?
1 Your order is a medium green tea . Did I get that right ?
1 So that would be a large mocha . Is that right ?
1 So that would be a large mocha . Did I get that right ?
1 Your order is a large mocha . Is that right ?
1 Your order is a large mocha . Did I get that right ?
1 So that would be a large cappuccino . Is that right ?
1 So that would be a large cappuccino . Did I get that right ?
1 Your order is a large cappuccino . Is that right ?
1 Your order is a large cappuccino . Did I get that right ?
1 So that would be a small cappuccino . Is that right ?
1 So that would be a small cappuccino . Did I get that right ?
1 Your order is a small cappuccino . Is that right ?
1 Your order is a small cappuccino . Did I get that right ?
1 So that would be a medium white hot chocolate . Is that right ?
1 So that would be a medium white hot chocolate . Did I get that right ?
1 Your order is a medium white hot chocolate . Is that right ?
1 Your order is a medium white hot chocolate . Did I get that right ?
1 So that would be a medium espresso macchiato . Is that right ?
1 So that would be a medium espresso macchiato . Did I get that right ?
1 Your order is a medium espresso macchiato . Is that right ?
1 Your order is a medium espresso macchiato . Did I get that right ?
1 So that would be a small latte . Is that right ?
1 So that would be a small latte . Did I get that right ?
1 Your order is a small latte . Is that right ?
1 Your order is a small latte . Did I get that right ?
1 So that would be a large hot chocolate . Is that right ?
1 So that would be a large hot chocolate . Did I get that right ?
1 Your order is a large hot chocolate . Is that right ?
1 Your order is a large hot chocolate . Did I get that right ?
1 So that would be a small mocha . Is that right ?
1 So that would be a small mocha . Did I get that right ?
1 Your order is a small mocha . Is that right ?
1 Your order is a small mocha . Did I get that right ?
1 So that would be a large espresso . Is that right ?
1 So that would be a large espresso . Did I get that right ?
1 Your order is a large espresso . Is that right ?
1 Your order is a large espresso . Did I get that right ?
1 So that would be a small noisette . Is that right ?
1 So that would be a small noisette . Did I get that right ?
1 Your order is a small noisette . Is that right ?
1 Your order is a small noisette . Did I get that right ?
1 So that would be a small white hot chocolate . Is that right ?
1 So that would be a small white hot chocolate . Did I get that right ?
1 Your order is a small white hot chocolate . Is that right ?
1 Your order is a small white hot chocolate . Did I get that right ?
1 So that would be a large flat white . Is that right ?
1 So that would be a large flat white . Did I get that right ?
1 Your order is a large flat white . Is that right ?
1 Your order is a large flat white . Did I get that right ?
1 So that would be a large latte . Is that right ?
1 So that would be a large latte . Did I get that right ?
1 Your order is a large latte . Is that right ?
1 Your order is a large latte . Did I get that right ?
1 So that would be a large breakfast tea . Is that right ?
1 So that would be a large breakfast tea . Did I get that right ?
1 Your order is a large breakfast tea . Is that right ?
1 Your order is a large breakfast tea . Did I get that right ?
1 So that would be a small peppermint hot chocolate . Is that right ?
1 So that would be a small peppermint hot chocolate . Did I get that right ?
1 Your order is a small peppermint hot chocolate . Is that right ?
1 Your order is a small peppermint hot chocolate . Did I get that right ?
1 So that would be a small Earl Grey . Is that right ?
1 So that would be a small Earl Grey . Did I get that right ?
1 Your order is a small Earl Grey . Is that right ?
1 Your order is a small Earl Grey . Did I get that right ?
1 So that would be a medium caramel macchiato . Is that right ?
1 So that would be a medium caramel macchiato . Did I get that right ?
1 Your order is a medium caramel macchiato . Is that right ?
1 Your order is a medium caramel macchiato . Did I get that right ?
1 So that would be a medium iced hot chocolate . Is that right ?
1 So that would be a medium iced hot chocolate . Did I get that right ?
1 Your order is a medium iced hot chocolate . Is that right ?
1 Your order is a medium iced hot chocolate . Did I get that right ?
1 So that would be a large noisette . Is that right ?
1 So that would be a large noisette . Did I get that right ?
1 Your order is a large noisette . Is that right ?
1 Your order is a large noisette . Did I get that right ?
1 So that would be a medium espresso . Is that right ?
1 So that would be a medium espresso . Did I get that right ?
1 Your order is a medium espresso . Is that right ?
1 Your order is a medium espresso . Did I get that right ?
1 So that would be a grande peach iced tea . Is that right ?
1 So that would be a grande peach iced tea . Did I get that right ?
1 Your order is a grande peach iced tea . Is that right ?
1 Your order is a grande peach iced tea . Did I get that right ?
1 So that would be a short iced salted caramel mocha . Is that right ?
